Istasyon,Tarih,PM10,CO,NO2,NOX,NO
Besirli,8/10/2019,33.567135652174,412.50214166667,42.566265833333,59.448783775,16.882519166667
Besirli,8/11/2019,29.25957625,381.84280833333,35.082842916667,44.417533129167,9.33468975
Besirli,8/12/2019,28.773460833333,350.687575,33.32684125,42.75208235,9.4252400416667
Besirli,8/13/2019,30.977257826087,368.64825416667,30.230294166667,39.3048225875,9.0745274583333
Besirli,8/14/2019,30.313406666667,400.00745,34.183855833333,44.627056841667,10.443200541667
Besirli,8/15/2019,43.289313478261,459.9993,38.793914583333,54.602255329167,15.808341041667
Besirli,8/16/2019,36.134775833333,446.813175,38.076502916667,53.461270041667,15.384767125
Besirli,8/17/2019,46.005253636364,433.8229875,45.867488333333,58.746072604167,12.878583833333
Besirli,8/18/2019,25.425307368421,375.47067916667,33.372755833333,42.205168854167,8.832413
Besirli,8/19/2019,30.056981217391,432.48560416667,44.783753333333,64.2246971125,19.440944625
Besirli,8/20/2019,34.5418,458.22536956522,37.693669565217,51.719172921739,14.025501869565
Besirli,8/21/2019,48.086084090909,489.16914166667,43.270815,63.031308870833,19.760493833333
Besirli,8/22/2019,50.6046925,453.2953875,40.657454347826,52.345058047826,11.687604086957
Besirli,8/23/2019,46.98670952381,452.1577625,38.98953375,52.190883220833,13.201346958333
Besirli,8/24/2019,43.384593636364,453.98651666667,37.455841666667,45.920262608333,8.4644214166667
Besirli,8/25/2019,56.372554761905,488.38429583333,36.659425,45.097559195833,8.4381337083333
Besirli,8/26/2019,53.417913333333,456.4433375,34.261484166667,46.2147696125,11.953284708333
Besirli,8/27/2019,57.997429166667,458.52914583333,40.338572916667,54.0492841625,13.710712
Besirli,8/28/2019,51.598598636364,414.1190125,37.037724583333,47.608967308333,10.571242583333
Besirli,8/29/2019,51.087033181818,426.90947916667,33.003441304348,41.052073221739,8.048631826087
Besirli,8/30/2019,54.565277272727,455.0278,40.161365833333,52.218193808333,12.056830333333
Besirli,8/31/2019,50.945195833333,426.71548333333,44.342387916667,56.110636316667,11.768249625
Besirli,9/1/2019,46.994670833333,393.56067083333,33.310727916667,42.4136120375,9.102882875
